species_code,sci_name,order,family
blcapa2,Apalis pulchra,Passeriformes,Cisticolidae (Cisticolas and Allies)
shaapa2,Apalis sharpii,Passeriformes,Cisticolidae (Cisticolas and Allies)
butapa1,Apalis rufogularis,Passeriformes,Cisticolidae (Cisticolas and Allies)
chaapa1,Apalis chapini,Passeriformes,Cisticolidae (Cisticolas and Allies)
chiapa1,Apalis chirindensis,Passeriformes,Cisticolidae (Cisticolas and Allies)
apalis1,Apalis sp.,Passeriformes,Cisticolidae (Cisticolas and Allies)
bawwar1,Calamonastes fasciolatus,Passeriformes,Cisticolidae (Cisticolas and Allies)
silpri2,Schistolais leontica,Passeriformes,Cisticolidae (Cisticolas and Allies)
afrtai2,Artisornis metopias,Passeriformes,Cisticolidae (Cisticolas and Allies)
rwgwar2,Drymocichla incana,Passeriformes,Cisticolidae (Cisticolas and Allies)
tricis1,Cisticola woosnami,Passeriformes,Cisticolidae (Cisticolas and Allies)
huncis1,Cisticola hunteri,Passeriformes,Cisticolidae (Cisticolas and Allies)
ratcis1,Cisticola chiniana,Passeriformes,Cisticolidae (Cisticolas and Allies)
repcis1,Cisticola ruficeps,Passeriformes,Cisticolidae (Cisticolas and Allies)
rehcis2,Cisticola subruficapilla,Passeriformes,Cisticolidae (Cisticolas and Allies)
tarcis1,Cisticola restrictus,Passeriformes,Cisticolidae (Cisticolas and Allies)
crocis1,Cisticola natalensis,Passeriformes,Cisticolidae (Cisticolas and Allies)
tincis3,Cisticola nana,Passeriformes,Cisticolidae (Cisticolas and Allies)
madcis2,Cisticola cherina,Passeriformes,Cisticolidae (Cisticolas and Allies)
blncis1,Cisticola eximius,Passeriformes,Cisticolidae (Cisticolas and Allies)
paccis1,Cisticola cinnamomeus,Passeriformes,Cisticolidae (Cisticolas and Allies)
gohcis1,Cisticola exilis,Passeriformes,Cisticolidae (Cisticolas and Allies)
socwar2,Incana incana,Passeriformes,Cisticolidae (Cisticolas and Allies)
ashtai1,Orthotomus ruficeps,Passeriformes,Cisticolidae (Cisticolas and Allies)
yebtai1,Orthotomus samarensis,Passeriformes,Cisticolidae (Cisticolas and Allies)
whetai1,Orthotomus cinereiceps,Passeriformes,Cisticolidae (Cisticolas and Allies)
tailor1,Orthotomus sp.,Passeriformes,Cisticolidae (Cisticolas and Allies)
hilpri1,Prinia atrogularis,Passeriformes,Cisticolidae (Cisticolas and Allies)
gycpri1,Prinia cinereocapilla,Passeriformes,Cisticolidae (Cisticolas and Allies)
bawpri1,Prinia familiaris,Passeriformes,Cisticolidae (Cisticolas and Allies)
plapri1,Prinia inornata,Passeriformes,Cisticolidae (Cisticolas and Allies)
palpri1,Prinia somalica,Passeriformes,Cisticolidae (Cisticolas and Allies)
drapri1,Prinia hypoxantha,Passeriformes,Cisticolidae (Cisticolas and Allies)
robpri1,Prinia robertsi,Passeriformes,Cisticolidae (Cisticolas and Allies)
banpri1,Prinia bairdii,Passeriformes,Cisticolidae (Cisticolas and Allies)
grbere1,Eremomela canescens,Passeriformes,Cisticolidae (Cisticolas and Allies)
turere1,Eremomela turneri,Passeriformes,Cisticolidae (Cisticolas and Allies)
blackc1,Sylvia atricapilla,Passeriformes,Sylviidae (Sylviid Warblers)
smawhi1,Sylvia minula,Passeriformes,Sylviidae (Sylviid Warblers)
asdwar1,Sylvia nana,Passeriformes,Sylviidae (Sylviid Warblers)
afdwar1,Sylvia deserti,Passeriformes,Sylviidae (Sylviid Warblers)
triwar1,Sylvia deserticola,Passeriformes,Sylviidae (Sylviid Warblers)
subwar1,Sylvia cantillans,Passeriformes,Sylviidae (Sylviid Warblers)
subwar5,Sylvia cantillans cantillans,Passeriformes,Sylviidae (Sylviid Warblers)
brnwar1,Sylvia lugens,Passeriformes,Sylviidae (Sylviid Warblers)
whtwar1,Poliolais lopezi,Passeriformes,Cisticolidae (Cisticolas and Allies)
grecro1,Sylvietta virens,Passeriformes,Macrosphenidae (African Warblers)
norcro1,Sylvietta brachyura,Passeriformes,Macrosphenidae (African Warblers)
reccro1,Sylvietta ruficapilla,Passeriformes,Macrosphenidae (African Warblers)
yellon1,Macrosphenus flavicans,Passeriformes,Macrosphenidae (African Warblers)
grehyl1,Hylia prasina,Passeriformes,Macrosphenidae (African Warblers)
yeebab1,Chrysomma sinense,Passeriformes,"Paradoxornithidae (Parrotbills, Wrentit, and Allies)"
grepar1,Conostoma aemodium,Passeriformes,"Paradoxornithidae (Parrotbills, Wrentit, and Allies)"
gyhpar3,Psittiparus gularis,Passeriformes,"Paradoxornithidae (Parrotbills, Wrentit, and Allies)"
blbpar2,Paradoxornis flavirostris,Passeriformes,"Paradoxornithidae (Parrotbills, Wrentit, and Allies)"
fulpar1,Suthora fulvifrons,Passeriformes,"Paradoxornithidae (Parrotbills, Wrentit, and Allies)"
asfblu1,Irena puella,Passeriformes,Irenidae (Fairy-bluebirds)
souhyl1,Hyliota australis,Passeriformes,Hyliotidae (Hyliotas)
silver1,Melaenornis semipartitus,Passeriformes,Muscicapidae (Old World Flycatchers)
marfly1,Bradornis mariquensis,Passeriformes,Muscicapidae (Old World Flycatchers)
angslf1,Melaenornis brunneus,Passeriformes,Muscicapidae (Old World Flycatchers)
abyslf1,Melaenornis chocolatinus,Passeriformes,Muscicapidae (Old World Flycatchers)
wbffly1,Fraseria cinerascens,Passeriformes,Muscicapidae (Old World Flycatchers)
asbfly1,Muscicapa randi,Passeriformes,Muscicapidae (Old World Flycatchers)
dubfly2,Bradornis comitatus,Passeriformes,Muscicapidae (Old World Flycatchers)
semfly1,Ficedula semitorquata,Passeriformes,Muscicapidae (Old World Flycatchers)
mugfly,Ficedula mugimaki,Passeriformes,Muscicapidae (Old World Flycatchers)
whgfly1,Anthipes monileger,Passeriformes,Muscicapidae (Old World Flycatchers)
palfly1,Ficedula platenae,Passeriformes,Muscicapidae (Old World Flycatchers)
lipfly1,Ficedula westermanni,Passeriformes,Muscicapidae (Old World Flycatchers)
blbfly2,Ficedula timorensis,Passeriformes,Muscicapidae (Old World Flycatchers)
verfly4,Eumyias thalassinus,Passeriformes,Muscicapidae (Old World Flycatchers)
islfly1,Eumyias panayensis,Passeriformes,Muscicapidae (Old World Flycatchers)
nilfly2,Eumyias albicaudatus,Passeriformes,Muscicapidae (Old World Flycatchers)
matfly2,Cyornis sanfordi,Passeriformes,Muscicapidae (Old World Flycatchers)
rubfly1,Cyornis ruckii,Passeriformes,Muscicapidae (Old World Flycatchers)
hibfly1,Cyornis banyumas,Passeriformes,Muscicapidae (Old World Flycatchers)
lobblf1,Cyornis caerulatus,Passeriformes,Muscicapidae (Old World Flycatchers)
whsrob1,Pogonocichla stellata,Passeriformes,Muscicapidae (Old World Flycatchers)
forrob1,Stiphrornis erythrothorax,Passeriformes,Muscicapidae (Old World Flycatchers)
lowaka1,Sheppardia cyornithopsis,Passeriformes,Muscicapidae (Old World Flycatchers)
equaka1,Sheppardia aequatorialis,Passeriformes,Muscicapidae (Old World Flycatchers)
usaaka1,Sheppardia montana,Passeriformes,Muscicapidae (Old World Flycatchers)
thrnig1,Luscinia luscinia,Passeriformes,Muscicapidae (Old World Flycatchers)
comnig1,Luscinia megarhynchos,Passeriformes,Muscicapidae (Old World Flycatchers)
blueth1,Luscinia svecica [svecica Group],Passeriformes,Muscicapidae (Old World Flycatchers)
blueth3,Luscinia svecica magna,Passeriformes,Muscicapidae (Old World Flycatchers)
ruhrob1,Larvivora ruficeps,Passeriformes,Muscicapidae (Old World Flycatchers)
morcha1,Cossypha isabellae,Passeriformes,Muscicapidae (Old World Flycatchers)
bsrcha1,Cossypha cyanocampter,Passeriformes,Muscicapidae (Old World Flycatchers)
gywroc1,Cossypha polioptera,Passeriformes,Muscicapidae (Old World Flycatchers)
rurcha1,Cossypha semirufa,Passeriformes,Muscicapidae (Old World Flycatchers)
wbrcha2,Cossypha heuglini,Passeriformes,Muscicapidae (Old World Flycatchers)
afrscr1,Cercotrichas minor,Passeriformes,Muscicapidae (Old World Flycatchers)
blsrob1,Cercotrichas podobe,Passeriformes,Muscicapidae (Old World Flycatchers)
semrob1,Copsychus sechellarum,Passeriformes,Muscicapidae (Old World Flycatchers)
whvsha1,Copsychus niger,Passeriformes,Muscicapidae (Old World Flycatchers)
rutsha2,Copsychus pyrropygus,Passeriformes,Muscicapidae (Old World Flycatchers)
indrob1,Copsychus fulicatus,Passeriformes,Muscicapidae (Old World Flycatchers)
bucred1,Phoenicurus coeruleocephala,Passeriformes,Muscicapidae (Old World Flycatchers)
whtred1,Phoenicurus schisticeps,Passeriformes,Muscicapidae (Old World Flycatchers)
redsta1,Phoenicurus sp.,Passeriformes,Muscicapidae (Old World Flycatchers)
blfrob1,Cinclidium frontale,Passeriformes,Muscicapidae (Old World Flycatchers)
whcfor1,Enicurus leschenaulti,Passeriformes,Muscicapidae (Old World Flycatchers)
spofor1,Enicurus maculatus,Passeriformes,Muscicapidae (Old World Flycatchers)
grecoc1,Cochoa viridis,Passeriformes,Turdidae (Thrushes and Allies)
javcoc1,Cochoa azurea,Passeriformes,Turdidae (Thrushes and Allies)
humwhe2,Oenanthe albonigra,Passeriformes,Muscicapidae (Old World Flycatchers)
somwhe1,Oenanthe phillipsi,Passeriformes,Muscicapidae (Old World Flycatchers)
varwhe1,Oenanthe picata,Passeriformes,Muscicapidae (Old World Flycatchers)
rerwhe1,Oenanthe moesta,Passeriformes,Muscicapidae (Old World Flycatchers)
isawhe1,Oenanthe isabellina,Passeriformes,Muscicapidae (Old World Flycatchers)
wheate1,Oenanthe sp.,Passeriformes,Muscicapidae (Old World Flycatchers)
whbbus4,Saxicola macrorhynchus,Passeriformes,Muscicapidae (Old World Flycatchers)
stonec3,Saxicola torquatus [torquatus Group],Passeriformes,Muscicapidae (Old World Flycatchers)
grybus1,Saxicola ferreus,Passeriformes,Muscicapidae (Old World Flycatchers)
busbus1,Saxicola bifasciatus,Passeriformes,Muscicapidae (Old World Flycatchers)
siccha1,Cercomela sinuata,Passeriformes,Muscicapidae (Old World Flycatchers)
tracha1,Cercomela tractrac,Passeriformes,Muscicapidae (Old World Flycatchers)
brtcha1,Cercomela scotocerca,Passeriformes,Muscicapidae (Old World Flycatchers)
moocha1,Cercomela sordida,Passeriformes,Muscicapidae (Old World Flycatchers)
boucha1,Pinarornis plumosus,Passeriformes,Muscicapidae (Old World Flycatchers)
fifthr1,Neocossyphus finschii,Passeriformes,Turdidae (Thrushes and Allies)
wtathr1,Neocossyphus poensis,Passeriformes,Turdidae (Thrushes and Allies)
mirthr1,Monticola angolensis,Passeriformes,Muscicapidae (Old World Flycatchers)
litrot1,Monticola imerina,Passeriformes,Muscicapidae (Old World Flycatchers)
javwht1,Myophonus glaucinus,Passeriformes,Muscicapidae (Old World Flycatchers)
mawthr2,Myophonus robinsoni,Passeriformes,Muscicapidae (Old World Flycatchers)
rubthr2,Geokichla erythronota,Passeriformes,Turdidae (Thrushes and Allies)
piethr1,Geokichla wardii,Passeriformes,Turdidae (Thrushes and Allies)
orbthr1,Geokichla peronii,Passeriformes,Turdidae (Thrushes and Allies)
orgthr1,Geokichla gurneyi,Passeriformes,Turdidae (Thrushes and Allies)
bkegrt1,Geokichla camaronensis,Passeriformes,Turdidae (Thrushes and Allies)
lotthr1,Zoothera dixoni,Passeriformes,Turdidae (Thrushes and Allies)
scathr2,Zoothera aurea,Passeriformes,Turdidae (Thrushes and Allies)
scathr4,Zoothera neilgherriensis,Passeriformes,Turdidae (Thrushes and Allies)
fabthr1,Zoothera machiki,Passeriformes,Turdidae (Thrushes and Allies)
zoothe1,Zoothera sp.,Passeriformes,Turdidae (Thrushes and Allies)
easblu,Sialia sialis,Passeriformes,Turdidae (Thrushes and Allies)
easblu2,Sialia sialis [guatemalae Group],Passeriformes,Turdidae (Thrushes and Allies)
bluebi,Sialia sp.,Passeriformes,Turdidae (Thrushes and Allies)
brbsol1,Myadestes occidentalis,Passeriformes,Turdidae (Thrushes and Allies)
rutsol3,Myadestes genibarbis sibilans,Passeriformes,Turdidae (Thrushes and Allies)
slcsol1,Myadestes unicolor,Passeriformes,Turdidae (Thrushes and Allies)
puaioh,Myadestes palmeri,Passeriformes,Turdidae (Thrushes and Allies)
orbnit2,Catharus aurantiirostris [griseiceps Group],Passeriformes,Turdidae (Thrushes and Allies)
sbnthr1,Catharus fuscater,Passeriformes,Turdidae (Thrushes and Allies)
veery,Catharus fuscescens,Passeriformes,Turdidae (Thrushes and Allies)
y00225,Catharus minimus/bicknelli,Passeriformes,Turdidae (Thrushes and Allies)
blasol1,Entomodestes coracinus,Passeriformes,Turdidae (Thrushes and Allies)
rubsol1,Cichlopsis leucogenys,Passeriformes,Turdidae (Thrushes and Allies)
kurthr1,Turdus libonyana,Passeriformes,Turdidae (Thrushes and Allies)
rinouz1,Turdus torquatus,Passeriformes,Turdidae (Thrushes and Allies)
rinouz2,Turdus torquatus torquatus,Passeriformes,Turdidae (Thrushes and Allies)
rinouz4,Turdus torquatus amicorum,Passeriformes,Turdidae (Thrushes and Allies)
eurbla2,Turdus simillimus,Passeriformes,Turdidae (Thrushes and Allies)
chethr1,Turdus rubrocanus,Passeriformes,Turdidae (Thrushes and Allies)
palthr1,Turdus pallidus,Passeriformes,Turdidae (Thrushes and Allies)
retthr1,Turdus ruficollis,Passeriformes,Turdidae (Thrushes and Allies)
austhr1,Turdus falcklandii,Passeriformes,Turdidae (Thrushes and Allies)
austhr3,Turdus falcklandii falcklandii,Passeriformes,Turdidae (Thrushes and Allies)
cocthr1,Turdus fumigatus,Passeriformes,Turdidae (Thrushes and Allies)
rubthr1,Turdus rufiventris,Passeriformes,Turdidae (Thrushes and Allies)
lawthr1,Turdus lawrencii,Passeriformes,Turdidae (Thrushes and Allies)
crbthr1,Turdus amaurochalinus,Passeriformes,Turdidae (Thrushes and Allies)
marthr2,Turdus maranonicus,Passeriformes,Turdidae (Thrushes and Allies)
slathr1,Turdus nigriceps,Passeriformes,Turdidae (Thrushes and Allies)
rubrob1,Turdus rufopalliatus rufopalliatus,Passeriformes,Turdidae (Thrushes and Allies)
lasthr1,Turdus swalesi,Passeriformes,Turdidae (Thrushes and Allies)
relthr1,Turdus plumbeus,Passeriformes,Turdidae (Thrushes and Allies)
relthr2,Turdus plumbeus plumbeus/schistaceus,Passeriformes,Turdidae (Thrushes and Allies)
varthr,Ixoreus naevius,Passeriformes,Turdidae (Thrushes and Allies)
rubsho1,Brachypteryx hyperythra,Passeriformes,Muscicapidae (Old World Flycatchers)
whbsho2,Brachypteryx montana,Passeriformes,Muscicapidae (Old World Flycatchers)
ficale1,Alethe diademata,Passeriformes,Muscicapidae (Old World Flycatchers)
lenlau1,Garrulax monileger,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
blhlau1,Garrulax milleti,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
wynlau1,Ianthocincla delesserti,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
ruclau1,Ianthocincla rufogularis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
ruslau1,Ianthocincla poecilorhyncha,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
melthr,Garrulax canorus,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
scalau1,Trochalopteron subunicolor,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
elllau1,Trochalopteron elliotii,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
prhlau1,Trochalopteron henrici,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
blflau1,Trochalopteron affine,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
retlau1,Trochalopteron milnei,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
stelio1,Liocichla steerii,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
spothr1,Modulatrix stictigula,Passeriformes,Modulatricidae (Dapple-throat and Allies)
whcbab1,Pellorneum rostratum,Passeriformes,Pellorneidae (Ground Babblers and Allies)
bubbab1,Pellorneum tickelli,Passeriformes,Pellorneidae (Ground Babblers and Allies)
socbab1,Malacopteron affine,Passeriformes,Pellorneidae (Ground Babblers and Allies)
puvill1,Illadopsis puveli,Passeriformes,Pellorneidae (Ground Babblers and Allies)
thrbab1,Illadopsis turdina,Passeriformes,Pellorneidae (Ground Babblers and Allies)
rcsbab1,Megapomatorhinus erythrogenys,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
sbsbab1,Pomatorhinus superciliaris,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
bowbab1,Ptilocichla leucogrammica,Passeriformes,Pellorneidae (Ground Babblers and Allies)
stwbab1,Turdinus brevicaudatus,Passeriformes,Pellorneidae (Ground Babblers and Allies)
pywbab1,Pnoepyga pusilla,Passeriformes,Pnoepygidae (Cupwings)
spwbab1,Elachura formosa,Passeriformes,Elachuridae (Spotted Elachura)
golbab1,Cyanoderma chrysaeum,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
pygbab1,Dasycrotapha plateni,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)"
rucbab3,Sterrhoptilus capitalis,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)"
whbbab1,Stachyris thoracica,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
chrbab1,Stachyris maculata,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
dafbab1,Rhopocichla atriceps,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
sttbab1,Mixornis gularis,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)"
mitbab1,Micromacronus leytensis,Passeriformes,Cisticolidae (Cisticolas and Allies)
wrenti,Chamaea fasciata,Passeriformes,"Paradoxornithidae (Parrotbills, Wrentit, and Allies)"
arabab1,Turdoides squamiceps,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
junbab2,Turdoides striata,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
dusbab2,Turdoides tenebrosa,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
scabab2,Turdoides squamulata,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
norpib1,Turdoides hypoleuca,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
turdoi1,Turdoides sp.,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
chibab1,Ianthocincla lanceolata,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
reblei,Leiothrix lutea,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
cutia1,Cutia nipalensis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
besbab1,Pteruthius melanotis,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)"
sttbar1,Actinodura waldeni,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
gofful2,Alcippe variegaticeps,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
rutful1,Schoeniparus rufogularis,Passeriformes,Pellorneidae (Ground Babblers and Allies)
dusful1,Schoeniparus brunneus,Passeriformes,Pellorneidae (Ground Babblers and Allies)
javful1,Alcippe pyrrhoptera,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
nepful1,Alcippe nipalensis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
fulvet1,Schoeniparus sp.,Passeriformes,Pellorneidae (Ground Babblers and Allies)
busbla1,Sylvia nigricapilla,Passeriformes,Sylviidae (Sylviid Warblers)
whesib1,Heterophasia auricularis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
beasib1,Heterophasia pulchella,Passeriformes,Leiothrichidae (Laughingthrushes and Allies)
whnyuh1,Yuhina bakeri,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)"
buryuh1,Yuhina humilis,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)"
sttyuh1,Yuhina gularis,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)"
taiyuh1,Yuhina brunneiceps,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)"
blcspe1,Zosterops lugubris,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)"
coweye1,Zosterops mouroniensis,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)"
cfweye1,Zosterops erythropleurus,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)"
orweye1,Zosterops palpebrosus,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)"
brweye1,Zosterops conspicillatus,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)"
ciweye1,Zosterops semperi,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)"
moweye2,Zosterops montanus,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)"
yebwhe1,Zosterops chloris,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)"
grkwhe1,Zosterops grayi,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)"
togwhe1,Zosterops somadikartai,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)"
serwhe1,Zosterops stalkeri,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)"
biweye1,Zosterops mysorensis,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)"
capwhe3,Zosterops fuscicapilla,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)"
spweye2,Zosterops luteirostris,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)"
kulwhe1,Zosterops murphyi,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)"
maweye2,Zosterops stresemanni,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)"
laweye1,Zosterops explorator,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)"
lbweye2,Rukia longirostra,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)"
rufwhe1,Tephrozosterops stalkeri,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)"
sthwhe1,Lophozosterops squamiceps,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)"
whbwhe1,Lophozosterops superciliaris,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)"
giweye1,Megazosterops palauensis,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)"
